transaction_id,amount,transaction_hour,day_of_week,distance_from_home,foreign_transaction,previous_attempts_24h,is_fraud
404,73.57,10,1,19.8,0,0,0
405,68.43,13,6,63.1,1,1,0
406,39.76,3,3,2.3,1,1,0
407,97.33,8,0,186.4,0,1,0
408,44.28,5,2,36.7,0,0,0
409,220.44,6,2,124.8,0,0,0
410,77.65,14,0,12.8,0,1,0
411,195.66,21,1,105.6,0,0,0
412,46.51,12,5,59.4,1,0,0
413,89.38,1,0,75.2,0,0,0
414,101.02,10,2,78.4,0,0,0
415,196.03,22,0,1.4,0,0,0
416,85.53,18,4,23.8,1,0,0
417,139.66,22,2,35.4,0,0,0
418,147.47,19,1,7.1,0,0,0
419,69.5,5,3,22.9,1,0,0
420,982.81,7,5,95.8,0,2,1
421,34.74,23,1,11.0,0,2,0
422,39.98,16,2,20.8,1,0,0
423,9.01,10,4,20.3,0,0,0
424,56.45,11,2,9.2,0,0,0
425,28.62,1,1,109.7,0,2,0
426,272.96,9,4,10.8,0,0,0
427,31.89,6,3,31.8,0,0,0
428,45.32,5,0,56.3,0,0,0
429,101.17,15,6,17.0,0,0,0
430,126.01,17,5,11.9,0,0,0
431,93.3,23,2,60.3,0,0,0
432,143.55,19,3,16.8,1,1,0
433,136.4,18,6,6.1,0,1,0
434,132.9,0,1,38.3,0,0,0
435,1324.8,7,4,2.7,0,0,1
436,76.67,12,6,61.2,0,0,0
437,227.17,12,4,98.4,0,0,0
438,77.0,10,6,124.8,1,1,0
439,135.37,22,1,31.4,0,0,0
440,225.64,11,6,9.1,0,0,0
441,15.25,12,1,38.2,1,0,0
442,187.45,0,2,10.7,0,0,0
443,54.29,19,2,8.6,0,1,0
444,68.14,20,3,7.2,1,2,0
445,57.57,17,6,21.9,0,1,0
446,52.22,3,4,46.8,0,0,0
447,52.53,13,4,38.0,0,0,0
448,1332.06,13,2,42.0,0,0,1
449,244.55,23,2,55.1,1,0,0
450,941.79,4,4,13.4,0,3,1
451,157.52,10,3,77.3,0,0,0
452,80.21,11,3,36.9,0,1,0
453,8.25,6,5,52.8,0,0,0
454,141.89,17,6,88.2,0,1,0
455,193.24,19,6,9.4,0,0,0
456,63.84,21,1,52.2,1,1,0
457,92.83,11,4,0.4,0,1,0
458,170.31,22,0,19.4,0,0,0
459,218.72,7,2,39.0,0,0,0
460,62.83,2,5,24.2,1,0,0
461,86.31,15,3,105.3,0,0,0
462,101.88,23,6,23.0,0,0,0
463,89.41,11,1,50.8,0,2,0
464,55.23,6,5,24.6,1,0,0
465,171.86,19,5,78.4,0,0,0
466,62.35,4,3,48.6,0,0,0
467,265.54,10,2,11.8,0,1,0
468,342.22,8,5,40.3,0,0,0
469,122.87,5,4,102.3,0,0,0
470,158.01,6,4,26.7,0,1,0
471,163.74,8,3,239.2,0,0,0
472,163.6,18,4,48.4,0,2,0
473,69.11,6,5,35.8,0,1,0
474,129.63,4,5,60.4,0,1,0
475,29.76,18,5,137.0,1,0,0
476,95.6,15,3,56.2,0,0,0
477,203.42,12,4,27.5,0,0,0
478,77.51,18,0,164.7,0,1,0
479,34.86,20,6,236.7,1,0,0
480,78.76,20,6,18.3,0,2,0
481,123.88,16,1,111.8,1,2,0
482,30.59,0,1,25.7,0,0,0
483,226.11,3,5,21.3,0,0,0
484,120.43,6,3,2.7,1,0,0
485,89.36,21,3,48.8,0,0,0
486,138.23,17,1,33.6,0,0,0
487,1894.7,22,5,39.7,0,1,1
488,57.99,12,4,108.9,0,0,0
489,166.87,21,1,44.3,0,0,0
490,299.29,1,1,128.8,1,0,0
491,90.27,2,6,3.3,0,0,0
492,72.23,21,4,2.5,0,1,0
493,25.81,1,5,0.2,1,0,0
494,82.61,12,6,145.2,0,0,0
495,168.34,7,4,157.6,0,1,0
496,252.17,6,4,10.0,0,0,0
497,43.12,16,1,39.0,0,0,0
498,60.48,7,2,19.7,0,1,0
499,52.39,9,1,47.2,0,1,0
500,32.45,16,6,0.1,0,1,0
501,223.81,22,3,39.4,0,2,0
502,124.07,11,5,75.5,0,1,0
503,56.1,15,2,17.9,0,1,0
504,224.35,3,3,13.0,0,0,0
505,141.89,2,6,41.8,0,1,0
506,51.28,2,1,17.6,1,0,0
507,87.88,16,2,2.6,1,0,0
508,111.75,20,3,26.1,0,0,0
509,736.13,6,1,125.3,0,0,1
510,209.38,14,5,36.5,0,1,0
511,32.28,10,6,2.5,0,0,0
512,43.27,3,5,88.3,0,1,0
513,120.7,15,6,46.3,0,0,0
514,22.59,18,1,1.9,0,0,0
515,60.57,9,2,15.6,0,1,0
516,74.74,18,0,27.1,0,0,0
517,126.45,19,3,85.4,0,1,0
518,140.21,20,0,18.6,0,0,0
519,48.38,6,4,162.6,1,0,0
520,57.65,1,6,24.4,0,0,0
521,245.45,22,2,27.0,0,0,0
522,93.85,13,3,39.0,0,1,0
523,136.28,4,6,45.1,0,1,0
524,138.96,21,3,6.7,0,0,0
525,184.11,3,3,63.3,0,0,0
526,38.22,7,6,20.4,1,1,0
527,137.17,15,0,90.3,0,0,0
528,123.21,2,5,34.5,0,0,0
529,171.61,2,0,7.6,0,0,0
530,383.04,15,1,27.2,1,0,1
531,74.36,5,6,174.9,0,0,0
532,59.55,11,6,17.1,0,0,0
533,192.72,19,4,4.8,0,1,0
534,172.76,5,4,56.2,0,0,0
535,163.37,6,6,84.7,0,0,0
536,111.09,19,3,3.2,0,0,0
537,40.45,1,3,75.8,0,0,0
538,80.43,18,6,133.5,0,0,0
539,89.94,23,1,1.2,0,2,0
540,21.02,17,4,53.9,1,0,0
541,25.54,16,1,28.7,1,0,0
542,59.82,11,4,60.2,0,0,0
543,53.48,12,5,2.2,0,1,0
544,28.15,18,3,0.2,0,0,0
545,74.82,20,6,59.9,0,0,0
546,49.53,18,4,57.5,1,1,0
547,64.15,14,3,63.4,0,0,0
548,116.81,14,6,30.2,0,0,0
549,135.7,4,4,24.8,0,0,0
550,110.53,23,1,74.3,1,0,0
551,53.5,0,6,13.6,0,0,0
552,45.11,8,6,5.9,1,1,0
553,119.88,16,2,2.6,0,0,0
554,92.43,12,2,164.3,0,0,0
555,41.01,9,3,86.1,0,0,0
556,57.9,14,2,30.2,0,1,0
557,178.76,12,5,22.4,1,1,0
558,85.53,19,0,116.3,0,0,0
559,122.71,17,3,15.3,1,0,0
560,50.24,4,1,18.3,0,0,0
561,705.61,8,2,0.8,1,1,1
562,768.69,9,3,3.5,0,0,1
563,31.59,11,3,6.7,0,0,0
564,44.57,19,2,29.4,0,0,0
565,75.95,18,5,1.9,0,0,0
566,86.15,1,0,45.7,0,0,0
567,51.43,0,6,42.9,0,0,0
568,85.77,22,4,76.2,0,1,0
569,25.77,0,3,81.6,0,0,0
570,161.53,3,5,56.8,0,0,0
571,203.59,3,5,34.5,1,0,0
572,1294.09,15,1,5.9,0,0,1
573,38.2,2,4,37.2,1,0,0
574,85.43,10,6,82.2,0,0,0
575,208.35,16,3,52.8,0,1,0
576,76.39,22,3,77.4,0,2,0
577,174.01,10,4,35.9,0,2,0
578,168.65,19,0,114.2,0,1,0
579,42.13,13,1,1.9,0,0,0
580,195.51,12,4,11.2,0,1,0
581,38.49,15,2,53.2,1,0,0
582,129.96,21,0,19.0,0,0,0
583,37.53,1,6,56.4,0,0,0
584,172.76,14,5,136.4,0,1,0
585,134.82,14,1,41.3,0,1,0
586,99.81,13,3,51.9,0,0,0
587,165.4,23,5,18.4,0,1,0
588,18.86,9,0,56.7,0,0,0
589,77.71,5,2,27.1,0,0,0
590,14.17,19,2,23.8,1,0,0
591,215.14,0,0,16.0,0,0,0
592,25.12,13,2,23.2,0,0,0
593,107.06,4,4,33.5,0,0,0
594,253.39,1,1,9.9,0,1,0
595,70.85,21,4,54.2,0,2,0
596,84.2,6,1,74.9,0,0,0
597,247.56,9,3,19.7,0,1,0
598,38.54,21,4,55.3,1,0,0
599,73.87,22,0,5.9,0,1,0
600,150.69,19,3,1.5,0,1,0
601,67.28,9,0,10.8,0,0,0
602,2.38,10,1,16.0,0,0,0
603,171.24,13,3,13.7,1,0,0
604,57.19,9,5,42.5,0,1,0
605,68.86,8,0,86.9,0,0,0
606,81.99,0,3,16.9,0,1,0
607,42.31,15,3,19.9,0,0,0
608,23.1,11,1,43.4,0,0,0
609,62.97,18,5,24.4,0,0,0
610,1604.22,5,0,12.2,0,1,1
611,152.71,23,0,34.2,0,0,0
612,23.96,15,2,55.9,1,0,0
613,54.05,20,1,7.3,0,0,0
614,22.93,22,4,146.2,0,0,0
615,109.64,21,3,56.6,0,1,0
616,130.87,4,4,2.8,1,0,0
617,54.25,8,5,16.9,0,1,0
618,55.98,19,1,41.4,0,0,0
619,251.11,11,1,91.0,0,1,0
620,24.67,2,3,112.3,0,0,0
621,100.73,17,0,11.3,0,1,0
622,58.55,23,0,31.8,1,0,0
623,33.54,22,1,66.4,1,0,0
624,40.87,15,6,14.3,0,0,0
625,184.54,14,2,5.9,0,2,0
626,140.67,5,5,6.4,0,1,0
627,105.42,10,1,82.6,1,0,0
628,115.2,13,0,130.6,0,0,0
629,84.22,10,2,92.7,0,1,0
630,75.41,23,0,11.1,1,1,0
631,183.11,4,5,19.3,0,1,0
632,177.27,18,0,39.2,0,0,0
633,146.53,19,1,50.6,1,0,0
634,65.9,17,2,0.9,0,1,0
635,75.75,19,6,70.3,1,2,0
636,43.11,14,4,29.4,0,1,0
637,97.23,3,6,131.3,0,0,0
638,92.77,17,1,54.2,1,1,0
639,89.61,19,1,134.1,0,2,0
640,73.67,18,5,73.3,0,0,0
641,39.3,9,0,46.6,0,4,0
642,106.08,19,3,55.1,1,1,0
643,100.17,14,4,17.2,0,0,0
644,107.7,1,4,9.1,0,0,0
645,1050.49,4,2,28.0,0,0,1
646,115.58,13,3,13.6,0,0,0
647,37.67,17,4,80.5,0,1,0
648,70.95,7,6,0.1,0,1,0
649,90.4,15,1,108.5,0,0,0
650,417.69,20,4,42.4,1,0,0
651,116.41,21,5,75.0,0,1,0
652,83.35,14,0,16.4,0,1,0
653,213.59,14,6,53.4,0,1,0
654,49.88,14,5,1.5,1,2,0
655,15.97,4,3,83.1,0,1,0
656,37.03,14,0,15.6,0,0,0
657,44.83,9,6,32.0,0,0,0
658,48.66,7,4,23.4,0,1,0
659,53.0,19,2,65.0,0,1,0
660,46.48,23,0,86.9,1,0,0
661,81.25,1,3,22.2,1,0,0
662,183.94,8,2,56.6,0,0,0
663,81.92,14,3,13.5,0,0,0
664,178.21,2,4,42.2,1,0,0
665,130.81,2,3,5.8,0,1,0
666,64.32,15,2,45.5,0,1,0
667,88.49,5,0,103.8,0,2,0
668,61.72,7,6,12.9,0,0,0
669,29.13,1,5,22.8,0,0,0
670,77.46,21,1,102.3,1,1,0
671,57.72,5,4,119.0,0,0,0
672,53.26,2,4,11.3,0,0,0
673,46.74,23,5,47.9,1,1,0
674,109.25,7,3,173.2,0,1,0
675,282.02,8,6,53.0,0,0,0
676,67.83,22,5,34.9,1,1,0
677,637.6,18,1,26.7,0,2,1
678,113.67,12,0,21.7,0,0,0
679,1181.52,20,1,85.5,0,0,1
680,156.72,4,3,15.2,0,0,0
681,48.83,5,3,40.1,0,0,0
682,50.27,9,4,26.4,1,0,0
683,8.6,7,3,14.5,0,1,0
684,243.39,5,1,62.6,0,0,0
685,360.71,22,3,5.2,0,1,0
686,78.42,3,3,14.2,0,0,0
687,145.75,19,5,51.9,0,0,0
688,26.81,5,1,15.1,1,0,0
689,32.01,15,5,53.8,0,0,0
690,180.47,1,4,131.3,0,1,0
691,32.27,13,0,24.0,0,0,0
692,192.01,11,5,36.6,0,2,0
693,140.98,7,2,22.6,0,0,0
