review_id,movie_id,rating,review_date
303,139,9,2020-01-13
304,167,8,2020-01-13
305,62,8,2020-01-13
306,42,7,2020-01-13
307,46,7,2020-01-13
308,18,3,2020-01-13
309,126,10,2020-01-13
310,169,9,2020-01-13
311,45,4,2020-01-13
312,128,8,2020-01-13
313,162,7,2020-01-14
314,176,6,2020-01-14
315,109,7,2020-01-14
316,124,8,2020-01-14
317,132,8,2020-01-14
318,8,6,2020-01-14
319,18,10,2020-01-14
320,102,5,2020-01-14
321,72,6,2020-01-14
322,41,1,2020-01-14
323,182,7,2020-01-14
324,105,7,2020-01-14
325,144,7,2020-01-14
326,198,4,2020-01-14
327,107,8,2020-01-14
328,50,3,2020-01-14
329,124,10,2020-01-14
330,151,5,2020-01-14
331,62,8,2020-01-14
332,126,2,2020-01-14
333,199,10,2020-01-14
334,124,9,2020-01-14
335,192,7,2020-01-14
336,63,6,2020-01-14
337,9,6,2020-01-15
338,150,9,2020-01-15
339,101,8,2020-01-15
340,125,8,2020-01-15
341,179,9,2020-01-15
342,32,5,2020-01-15
343,80,2,2020-01-15
344,100,7,2020-01-15
345,30,5,2020-01-15
346,51,8,2020-01-15
347,28,8,2020-01-15
348,174,4,2020-01-15
349,21,9,2020-01-15
350,44,6,2020-01-15
351,69,5,2020-01-15
352,78,6,2020-01-15
353,27,10,2020-01-15
354,167,6,2020-01-15
355,99,7,2020-01-15
356,25,6,2020-01-15
357,55,8,2020-01-15
358,146,4,2020-01-15
359,117,5,2020-01-15
360,32,6,2020-01-15
361,185,4,2020-01-16
362,74,9,2020-01-16
363,44,6,2020-01-16
364,63,10,2020-01-16
365,183,5,2020-01-16
366,116,1,2020-01-16
367,73,9,2020-01-16
368,144,7,2020-01-16
369,128,7,2020-01-16
370,45,8,2020-01-16
371,177,8,2020-01-16
372,162,8,2020-01-16
373,116,3,2020-01-16
374,72,5,2020-01-16
375,191,9,2020-01-16
376,122,3,2020-01-16
377,11,7,2020-01-16
378,108,7,2020-01-16
379,18,8,2020-01-16
380,197,6,2020-01-16
381,156,4,2020-01-16
382,79,10,2020-01-16
383,51,9,2020-01-16
384,148,8,2020-01-16
385,145,2,2020-01-17
386,10,6,2020-01-17
387,127,4,2020-01-17
388,42,3,2020-01-17
389,111,8,2020-01-17
390,187,8,2020-01-17
391,44,7,2020-01-17
392,170,9,2020-01-17
393,27,5,2020-01-17
394,75,8,2020-01-17
395,167,5,2020-01-17
396,120,7,2020-01-17
397,152,9,2020-01-17
398,141,10,2020-01-17
399,47,6,2020-01-17
400,134,8,2020-01-17
401,62,7,2020-01-17
402,130,7,2020-01-17
403,73,7,2020-01-17
404,147,10,2020-01-17
405,60,3,2020-01-17
406,173,6,2020-01-17
407,99,7,2020-01-17
408,181,8,2020-01-17
409,131,3,2020-01-18
410,158,10,2020-01-18
411,49,5,2020-01-18
412,26,6,2020-01-18
413,11,9,2020-01-18
414,120,5,2020-01-18
415,90,8,2020-01-18
416,66,8,2020-01-18
417,156,9,2020-01-18
418,3,5,2020-01-18
419,112,4,2020-01-18
420,154,1,2020-01-18
421,188,7,2020-01-18
422,185,5,2020-01-18
423,22,8,2020-01-18
424,157,5,2020-01-18
425,175,10,2020-01-18
426,95,5,2020-01-18
427,50,4,2020-01-18
428,89,7,2020-01-18
429,90,9,2020-01-18
430,56,9,2020-01-18
431,99,8,2020-01-18
432,67,8,2020-01-18
433,179,7,2020-01-19
434,182,6,2020-01-19
435,183,4,2020-01-19
436,91,1,2020-01-19
437,13,10,2020-01-19
438,30,6,2020-01-19
439,22,5,2020-01-19
440,146,2,2020-01-19
441,59,8,2020-01-19
442,107,6,2020-01-19
443,174,6,2020-01-19
444,39,5,2020-01-19
445,27,7,2020-01-19
446,93,9,2020-01-19
447,114,9,2020-01-19
448,85,7,2020-01-19
449,172,9,2020-01-19
450,37,7,2020-01-19
451,184,4,2020-01-19
452,179,4,2020-01-19
453,98,8,2020-01-19
454,122,9,2020-01-19
455,118,1,2020-01-19
456,127,6,2020-01-19
457,47,7,2020-01-20
458,153,5,2020-01-20
459,100,1,2020-01-20
460,122,8,2020-01-20
461,83,7,2020-01-20
462,51,5,2020-01-20
463,75,7,2020-01-20
464,25,9,2020-01-20
465,107,9,2020-01-20
466,48,5,2020-01-20
467,122,10,2020-01-20
468,71,7,2020-01-20
469,177,7,2020-01-20
470,148,6,2020-01-20
471,195,4,2020-01-20
472,7,6,2020-01-20
473,116,7,2020-01-20
474,141,9,2020-01-20
475,152,7,2020-01-20
476,78,8,2020-01-20
477,5,7,2020-01-20
478,144,10,2020-01-20
479,24,8,2020-01-20
480,24,7,2020-01-20
481,146,9,2020-01-21
482,142,6,2020-01-21
483,97,8,2020-01-21
484,138,2,2020-01-21
485,185,7,2020-01-21
486,98,6,2020-01-21
487,78,7,2020-01-21
488,53,5,2020-01-21
489,2,8,2020-01-21
490,106,3,2020-01-21
491,155,7,2020-01-21
492,177,6,2020-01-21
493,51,5,2020-01-21
494,81,9,2020-01-21
495,96,8,2020-01-21
496,178,5,2020-01-21
497,87,7,2020-01-21
498,79,3,2020-01-21
499,148,8,2020-01-21
500,6,8,2020-01-21
501,199,2,2020-01-21
502,73,4,2020-01-21
503,108,7,2020-01-21
504,88,9,2020-01-21
505,49,8,2020-01-22
506,162,7,2020-01-22
507,38,6,2020-01-22
508,122,9,2020-01-22
509,105,3,2020-01-22
510,14,6,2020-01-22
511,124,8,2020-01-22
512,44,2,2020-01-22
513,11,6,2020-01-22
514,19,7,2020-01-22
515,50,6,2020-01-22
516,60,6,2020-01-22
517,21,8,2020-01-22
518,172,6,2020-01-22
519,91,5,2020-01-22
520,193,8,2020-01-22
521,178,3,2020-01-22
522,135,6,2020-01-22
523,69,6,2020-01-22
524,14,7,2020-01-22
525,75,3,2020-01-22
526,54,9,2020-01-22
527,47,8,2020-01-22
528,6,7,2020-01-22
529,200,3,2020-01-23
530,188,8,2020-01-23
531,43,8,2020-01-23
532,104,10,2020-01-23
533,176,7,2020-01-23
534,42,9,2020-01-23
535,118,7,2020-01-23
536,52,9,2020-01-23
537,112,5,2020-01-23
538,144,8,2020-01-23
539,28,9,2020-01-23
540,59,5,2020-01-23
541,38,6,2020-01-23
542,17,4,2020-01-23
543,149,7,2020-01-23
544,139,8,2020-01-23
545,68,7,2020-01-23
546,64,8,2020-01-23
547,76,2,2020-01-23
548,154,1,2020-01-23
549,147,8,2020-01-23
550,73,8,2020-01-23
551,14,7,2020-01-23
552,130,1,2020-01-23
553,200,9,2020-01-24
554,11,5,2020-01-24
555,42,5,2020-01-24
556,126,9,2020-01-24
557,106,7,2020-01-24
558,6,3,2020-01-24
559,181,7,2020-01-24
560,126,9,2020-01-24
561,35,3,2020-01-24
562,171,9,2020-01-24
563,107,5,2020-01-24
564,51,5,2020-01-24
565,21,4,2020-01-24
566,137,2,2020-01-24
567,51,6,2020-01-24
568,35,10,2020-01-24
569,51,4,2020-01-24
570,169,10,2020-01-24
571,98,5,2020-01-24
572,78,7,2020-01-24
573,107,8,2020-01-24
574,126,6,2020-01-24
575,17,7,2020-01-24
576,20,8,2020-01-24
577,169,6,2020-01-25
578,129,6,2020-01-25
579,157,4,2020-01-25
580,178,8,2020-01-25
581,84,5,2020-01-25
582,119,4,2020-01-25
583,1,6,2020-01-25
584,177,4,2020-01-25
585,105,10,2020-01-25
586,92,3,2020-01-25
587,88,4,2020-01-25
588,39,5,2020-01-25
589,43,10,2020-01-25
590,173,6,2020-01-25
591,147,9,2020-01-25
592,31,7,2020-01-25
593,10,7,2020-01-25
594,174,4,2020-01-25
595,7,7,2020-01-25
596,155,3,2020-01-25
597,76,8,2020-01-25
598,49,5,2020-01-25
599,17,7,2020-01-25
600,118,3,2020-01-25
601,68,3,2020-01-26
602,65,10,2020-01-26
603,75,4,2020-01-26
604,41,5,2020-01-26
605,56,8,2020-01-26
606,63,7,2020-01-26
607,148,5,2020-01-26
608,116,6,2020-01-26
609,91,4,2020-01-26
610,80,1,2020-01-26
611,193,9,2020-01-26
612,75,7,2020-01-26
613,62,1,2020-01-26
614,128,8,2020-01-26
615,196,9,2020-01-26
616,145,3,2020-01-26
617,152,8,2020-01-26
618,160,10,2020-01-26
619,195,9,2020-01-26
620,147,8,2020-01-26
621,109,8,2020-01-26
622,198,6,2020-01-26
623,66,4,2020-01-26
624,60,6,2020-01-26
625,26,9,2020-01-27
626,172,9,2020-01-27
627,179,10,2020-01-27
628,147,8,2020-01-27
629,190,8,2020-01-27
630,58,2,2020-01-27
631,140,6,2020-01-27
632,153,4,2020-01-27
633,126,6,2020-01-27
634,77,6,2020-01-27
635,7,5,2020-01-27
636,190,7,2020-01-27
637,23,2,2020-01-27
638,187,8,2020-01-27
639,31,6,2020-01-27
640,150,6,2020-01-27
641,138,5,2020-01-27
642,161,9,2020-01-27
643,130,1,2020-01-27
644,26,4,2020-01-27
645,99,7,2020-01-27
646,91,5,2020-01-27
647,124,7,2020-01-27
648,19,7,2020-01-27
649,53,7,2020-01-28
650,117,4,2020-01-28
651,179,8,2020-01-28
652,179,2,2020-01-28
653,57,8,2020-01-28
654,59,2,2020-01-28
655,33,8,2020-01-28
656,102,5,2020-01-28
657,9,7,2020-01-28
658,26,8,2020-01-28
659,21,5,2020-01-28
660,81,10,2020-01-28
661,165,8,2020-01-28
662,94,6,2020-01-28
663,181,6,2020-01-28
664,154,10,2020-01-28
665,150,6,2020-01-28
666,159,5,2020-01-28
667,37,10,2020-01-28
668,176,9,2020-01-28
669,156,8,2020-01-28
670,130,6,2020-01-28
671,54,2,2020-01-28
672,198,4,2020-01-28
673,43,6,2020-01-29
674,144,6,2020-01-29
675,193,7,2020-01-29
676,181,4,2020-01-29
677,125,9,2020-01-29
678,88,7,2020-01-29
679,160,10,2020-01-29
680,64,9,2020-01-29
681,142,8,2020-01-29
682,141,6,2020-01-29
683,87,7,2020-01-29
684,158,2,2020-01-29
685,177,7,2020-01-29
686,193,5,2020-01-29
687,153,5,2020-01-29
688,103,8,2020-01-29
689,178,3,2020-01-29
690,61,7,2020-01-29
691,50,6,2020-01-29
692,71,8,2020-01-29
693,78,8,2020-01-29
694,11,6,2020-01-29
695,135,10,2020-01-29
696,194,7,2020-01-29
697,51,9,2020-01-30
698,126,6,2020-01-30
699,146,8,2020-01-30
700,146,6,2020-01-30
701,85,2,2020-01-30
702,29,7,2020-01-30
703,198,6,2020-01-30
704,6,5,2020-01-30
705,179,9,2020-01-30
706,45,8,2020-01-30
707,101,6,2020-01-30
708,88,7,2020-01-30
709,11,10,2020-01-30
710,186,9,2020-01-30
711,53,7,2020-01-30
712,66,5,2020-01-30
713,3,8,2020-01-30
714,86,8,2020-01-30
715,144,8,2020-01-30
716,91,4,2020-01-30
717,98,8,2020-01-30
718,140,2,2020-01-30
719,26,9,2020-01-30
720,32,6,2020-01-30
721,189,9,2020-01-31
722,165,6,2020-01-31
723,108,9,2020-01-31
724,26,2,2020-01-31
725,50,6,2020-01-31
726,17,8,2020-01-31
727,151,9,2020-01-31
728,19,8,2020-01-31
729,189,4,2020-01-31
730,110,9,2020-01-31
731,81,6,2020-01-31
732,183,1,2020-01-31
733,191,8,2020-01-31
734,98,7,2020-01-31
735,129,7,2020-01-31
736,121,9,2020-01-31
737,115,7,2020-01-31
738,75,10,2020-01-31
739,184,8,2020-01-31
740,180,2,2020-01-31
741,63,6,2020-01-31
742,170,7,2020-01-31
743,77,1,2020-01-31
744,192,6,2020-01-31
745,181,8,2020-02-01
746,86,7,2020-02-01
747,70,8,2020-02-01
748,48,1,2020-02-01
749,160,7,2020-02-01
750,167,4,2020-02-01
751,93,6,2020-02-01
752,127,2,2020-02-01
753,112,7,2020-02-01
754,195,7,2020-02-01
755,140,3,2020-02-01
756,142,1,2020-02-01
757,107,6,2020-02-01
758,67,7,2020-02-01
759,33,9,2020-02-01
760,189,7,2020-02-01
761,101,7,2020-02-01
762,18,4,2020-02-01
763,35,9,2020-02-01
764,83,5,2020-02-01
765,112,8,2020-02-01
766,69,8,2020-02-01
767,139,6,2020-02-01
768,91,6,2020-02-01
769,163,5,2020-02-02
770,115,6,2020-02-02
771,4,6,2020-02-02
772,93,5,2020-02-02
773,51,1,2020-02-02
774,28,8,2020-02-02
775,63,8,2020-02-02
776,196,6,2020-02-02
777,158,7,2020-02-02
778,79,2,2020-02-02
779,75,8,2020-02-02
780,169,6,2020-02-02
781,157,7,2020-02-02
782,178,5,2020-02-02
783,24,6,2020-02-02
784,33,8,2020-02-02
785,59,9,2020-02-02
786,71,7,2020-02-02
787,1,8,2020-02-02
788,69,3,2020-02-02
789,92,5,2020-02-02
790,152,8,2020-02-02
791,47,8,2020-02-02
792,48,8,2020-02-02
793,78,7,2020-02-03
794,31,7,2020-02-03
795,193,9,2020-02-03
796,168,7,2020-02-03
797,54,7,2020-02-03
798,116,8,2020-02-03
799,171,9,2020-02-03
800,68,3,2020-02-03
801,26,1,2020-02-03
802,79,10,2020-02-03
803,166,9,2020-02-03
804,115,4,2020-02-03
805,120,4,2020-02-03
806,105,3,2020-02-03
807,43,9,2020-02-03
808,18,3,2020-02-03
809,120,6,2020-02-03
810,113,4,2020-02-03
811,21,7,2020-02-03
812,183,7,2020-02-03
813,188,7,2020-02-03
814,49,6,2020-02-03
815,148,6,2020-02-03
816,189,7,2020-02-03
817,22,8,2020-02-04
818,29,6,2020-02-04
819,169,10,2020-02-04
820,21,6,2020-02-04
821,10,7,2020-02-04
822,104,6,2020-02-04
823,42,8,2020-02-04
824,26,7,2020-02-04
825,93,8,2020-02-04
826,58,9,2020-02-04
827,40,8,2020-02-04
828,162,8,2020-02-04
829,119,6,2020-02-04
830,93,9,2020-02-04
831,61,7,2020-02-04
832,6,5,2020-02-04
833,54,8,2020-02-04
834,187,3,2020-02-04
835,32,5,2020-02-04
836,133,2,2020-02-04
837,161,5,2020-02-04
838,74,9,2020-02-04
839,165,8,2020-02-04
840,72,8,2020-02-04
841,118,9,2020-02-05
842,190,7,2020-02-05
843,2,3,2020-02-05
844,170,7,2020-02-05
845,150,2,2020-02-05
846,166,10,2020-02-05
847,191,6,2020-02-05
848,104,9,2020-02-05
849,63,8,2020-02-05
850,145,7,2020-02-05
851,169,3,2020-02-05
852,150,2,2020-02-05
853,128,6,2020-02-05
854,133,4,2020-02-05
855,86,7,2020-02-05
856,135,6,2020-02-05
857,199,7,2020-02-05
858,41,7,2020-02-05
859,199,6,2020-02-05
860,55,6,2020-02-05
861,11,9,2020-02-05
862,98,8,2020-02-05
863,60,10,2020-02-05
864,40,5,2020-02-05
865,172,6,2020-02-06
866,129,10,2020-02-06
867,196,4,2020-02-06
868,147,6,2020-02-06
869,17,9,2020-02-06
870,87,7,2020-02-06
871,83,7,2020-02-06
872,75,9,2020-02-06
873,146,6,2020-02-06
874,186,8,2020-02-06
875,98,6,2020-02-06
876,118,9,2020-02-06
877,197,6,2020-02-06
878,153,4,2020-02-06
879,23,5,2020-02-06
880,189,8,2020-02-06
881,116,6,2020-02-06
882,77,9,2020-02-06
883,88,9,2020-02-06
884,85,5,2020-02-06
885,34,7,2020-02-06
886,133,8,2020-02-06
887,176,8,2020-02-06
888,81,4,2020-02-06
889,153,8,2020-02-07
890,170,7,2020-02-07
891,180,7,2020-02-07
892,6,7,2020-02-07
893,5,8,2020-02-07
894,88,9,2020-02-07
895,58,1,2020-02-07
896,177,5,2020-02-07
897,180,4,2020-02-07
898,20,7,2020-02-07
899,66,7,2020-02-07
900,76,7,2020-02-07
901,111,5,2020-02-07
902,152,5,2020-02-07
903,6,2,2020-02-07
904,68,2,2020-02-07
905,63,5,2020-02-07
906,103,6,2020-02-07
907,192,5,2020-02-07
908,172,9,2020-02-07
909,82,9,2020-02-07
910,174,6,2020-02-07
911,180,5,2020-02-07
912,143,8,2020-02-07
913,165,3,2020-02-08
914,10,2,2020-02-08
915,158,7,2020-02-08
916,26,9,2020-02-08
917,179,7,2020-02-08
918,28,4,2020-02-08
919,114,5,2020-02-08
920,61,7,2020-02-08
921,188,8,2020-02-08
922,27,5,2020-02-08
923,158,9,2020-02-08
924,82,7,2020-02-08
925,63,5,2020-02-08
926,177,10,2020-02-08
927,5,8,2020-02-08
928,119,6,2020-02-08
929,102,4,2020-02-08
930,115,4,2020-02-08
931,148,5,2020-02-08
932,200,7,2020-02-08
933,55,10,2020-02-08
934,122,5,2020-02-08
935,128,5,2020-02-08
936,90,7,2020-02-08
937,104,6,2020-02-09
938,197,9,2020-02-09
939,137,9,2020-02-09
940,125,8,2020-02-09
941,53,7,2020-02-09
942,156,4,2020-02-09
943,200,5,2020-02-09
944,185,3,2020-02-09
945,51,6,2020-02-09
946,102,10,2020-02-09
947,175,9,2020-02-09
948,41,6,2020-02-09
949,26,4,2020-02-09
950,42,8,2020-02-09
951,61,4,2020-02-09
952,152,10,2020-02-09
953,1,9,2020-02-09
954,112,5,2020-02-09
955,115,7,2020-02-09
956,174,10,2020-02-09
957,191,7,2020-02-09
958,145,5,2020-02-09
959,1,2,2020-02-09
960,51,7,2020-02-09
961,140,7,2020-02-10
962,178,4,2020-02-10
963,183,8,2020-02-10
964,150,5,2020-02-10
965,64,5,2020-02-10
966,22,8,2020-02-10
967,8,8,2020-02-10
968,156,8,2020-02-10
969,59,7,2020-02-10
970,78,2,2020-02-10
971,65,6,2020-02-10
972,115,8,2020-02-10
973,11,6,2020-02-10
974,153,1,2020-02-10
975,116,4,2020-02-10
976,95,8,2020-02-10
977,57,6,2020-02-10
978,176,3,2020-02-10
979,85,10,2020-02-10
980,185,5,2020-02-10
981,185,7,2020-02-10
982,148,7,2020-02-10
983,86,7,2020-02-10
984,48,9,2020-02-10
985,88,8,2020-02-11
986,90,7,2020-02-11
987,134,9,2020-02-11
988,162,4,2020-02-11
989,56,7,2020-02-11
990,50,1,2020-02-11
991,63,4,2020-02-11
992,178,5,2020-02-11
993,18,6,2020-02-11
994,146,9,2020-02-11
995,106,9,2020-02-11
996,45,9,2020-02-11
997,92,8,2020-02-11
998,114,8,2020-02-11
999,118,5,2020-02-11
1000,27,9,2020-02-11
1001,112,8,2020-02-11
1002,55,6,2020-02-11
1003,103,8,2020-02-11
1004,175,6,2020-02-11
1005,185,8,2020-02-11
1006,55,6,2020-02-11
1007,95,3,2020-02-11
1008,38,8,2020-02-11
1009,179,8,2020-02-12
1010,126,6,2020-02-12
1011,142,8,2020-02-12
1012,172,7,2020-02-12
1013,157,9,2020-02-12
1014,148,7,2020-02-12
1015,4,8,2020-02-12
1016,44,6,2020-02-12
1017,168,10,2020-02-12
1018,38,7,2020-02-12
1019,130,3,2020-02-12
1020,160,10,2020-02-12
1021,179,5,2020-02-12
1022,38,8,2020-02-12
1023,41,4,2020-02-12
1024,34,5,2020-02-12
1025,3,4,2020-02-12
1026,178,7,2020-02-12
1027,171,5,2020-02-12
1028,153,6,2020-02-12
1029,110,7,2020-02-12
1030,84,7,2020-02-12
1031,55,8,2020-02-12
1032,159,9,2020-02-12
1033,198,7,2020-02-13
1034,191,9,2020-02-13
1035,46,6,2020-02-13
1036,142,7,2020-02-13
1037,183,9,2020-02-13
1038,78,3,2020-02-13
1039,122,7,2020-02-13
1040,132,4,2020-02-13
1041,100,8,2020-02-13
1042,38,8,2020-02-13
1043,17,6,2020-02-13
1044,75,5,2020-02-13
1045,136,4,2020-02-13
1046,23,8,2020-02-13
1047,39,5,2020-02-13
1048,178,1,2020-02-13
1049,11,7,2020-02-13
1050,137,9,2020-02-13
1051,103,5,2020-02-13
1052,150,8,2020-02-13
1053,150,9,2020-02-13
1054,20,6,2020-02-13
1055,111,7,2020-02-13
1056,137,8,2020-02-13
1057,199,7,2020-02-14
1058,130,9,2020-02-14
1059,95,3,2020-02-14
1060,178,4,2020-02-14
1061,2,7,2020-02-14
1062,68,8,2020-02-14
1063,171,6,2020-02-14
1064,68,9,2020-02-14
1065,56,10,2020-02-14
1066,8,7,2020-02-14
1067,115,6,2020-02-14
1068,40,3,2020-02-14
1069,23,4,2020-02-14
